INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Lon_Lat,X_COORD_NORM,Y_COORD_NORM,Longitude,Latitude
94814972,02/07/2014,06:25:00,MANHATTAN,13,0,NA,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK,986800.6875,209942.640625,POINT (-73.99079658699998 40.74292851200005),-22653.8711374472,2048.86371755376,-73.99079658700003,40.7429285120001
55756426,01/16/2009,15:09:00,MANHATTAN,9,0,NA,FALSE,<18,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,990199.5,202462.765625,POINT (-73.97853764599995 40.72239645600007),-19255.0586374472,-5431.01128244624,-73.978537646000035,40.722396456000105
165264183,05/27/2017,03:25:00,MANHATTAN,6,0,NA,FALSE,25-44,M,BLACK,25-44,M,BLACK,983190,208988.171875,POINT (-74.00382659999997 40.74030903700003),-26264.5586374472,1094.39496755376,-74.00382660000002,40.740309037
152736116,05/03/2016,20:30:00,MANHATTAN,10,2,MULTI DWELL - PUBLIC HOUS,FALSE,<18,M,BLACK,18-24,M,BLACK,983932.75,211976.4375,POINT (-74.00114642899996 40.748511138000026),-25521.8086374472,4082.66059255376,-74.00114642900002,40.748511138
216972671,08/24/2020,00:30:00,MANHATTAN,13,0,NA,FALSE,25-44,F,BLACK,25-44,M,BLACK,986109.375,210621.609375,POINT (-73.99329119199996 40.74479228400003),-23345.1836374472,2727.83246755376,-73.99329119200003,40.74479228399999
88560652,01/13/2013,19:51:00,MANHATTAN,10,2,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK,982992.5,210566.453125,POINT (-74.00453960199997 40.74464100000006),-26462.0586374472,2672.67621755376,-74.00453960200001,40.7446410000001
153415475,05/25/2016,22:15:00,MANHATTAN,13,0,BAR/NIGHT CLUB,TRUE,25-44,M,BLACK,25-44,F,BLACK,987561.4375,207048.265625,POINT (-73.98805263499997 40.73498391700008),-21893.1211374472,-845.511282446241,-73.98805263500003,40.7349839170001
35502285,11/02/2007,23:18:00,MANHATTAN,13,0,NA,TRUE,18-24,M,WHITE HISPANIC,45-64,M,WHITE,988853.8125,207600.609375,POINT (-73.98338891999998 40.73649938700004),-20600.7461374472,-293.167532446241,-73.98338892000001,40.736499387
203676929,10/13/2019,01:55:00,MANHATTAN,17,0,NA,FALSE,NA,NA,NA,25-44,M,BLACK,990804,210370,POINT (-73.97634911099995 40.744099446000064),-18650.5586374472,2476.22309255376,-73.97634911099992,40.7440994460001
23722472,08/05/2006,05:06:00,MANHATTAN,32,0,COMMERCIAL BLDG,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK,984783.6875,209156.59375,POINT (-73.99807555099994 40.74077136000005),-24670.8711374472,1262.81684255376,-73.99807555099993,40.7407713600001
15400549,05/11/2006,04:30:00,MANHATTAN,10,0,NA,TRUE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK,984623,209859,POINT (-73.99865537999995 40.74269929900004),-24831.5586374472,1965.22309255376,-73.99865538000003,40.74269929899999
201573940,08/24/2019,02:10:00,MANHATTAN,5,2,MULTI DWELL - PUBLIC HOUS,FALSE,NA,NA,NA,45-64,M,WHITE HISPANIC,987296.6875,202424.796875,POINT (-73.98901003699996 40.72229371700007),-22157.8711374472,-5468.98003244624,-73.98901003700001,40.72229371700009
153415475,05/25/2016,22:15:00,MANHATTAN,13,0,BAR/NIGHT CLUB,FALSE,25-44,M,BLACK,25-44,F,BLACK,987561.4375,207048.265625,POINT (-73.98805263499997 40.73498391700008),-21893.1211374472,-845.511282446241,-73.98805263500003,40.7349839170001
153415475,05/25/2016,22:15:00,MANHATTAN,13,0,BAR/NIGHT CLUB,FALSE,25-44,M,BLACK,25-44,M,BLACK,987561.4375,207048.265625,POINT (-73.98805263499997 40.73498391700008),-21893.1211374472,-845.511282446241,-73.98805263500003,40.7349839170001
35502285,11/02/2007,23:18:00,MANHATTAN,13,0,NA,TRUE,25-44,M,WHITE HISPANIC,45-64,M,WHITE,988853.8125,207600.609375,POINT (-73.98338891999998 40.73649938700004),-20600.7461374472,-293.167532446241,-73.98338892000001,40.736499387
199134405,06/30/2019,04:24:00,MANHATTAN,10,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,F,BLACK,982756.375,210140,POINT (-74.00539165099997 40.743470456000075),-26698.1836374472,2246.22309255376,-74.00539165100002,40.74347045600009
153415475,05/25/2016,22:15:00,MANHATTAN,13,0,BAR/NIGHT CLUB,TRUE,25-44,M,BLACK,25-44,M,BLACK,987561.4375,207048.265625,POINT (-73.98805263499997 40.73498391700008),-21893.1211374472,-845.511282446241,-73.98805263500003,40.7349839170001
81213726,10/16/2011,02:04:00,MANHATTAN,9,2,MULTI DWELL - PUBLIC HOUS,TRUE,18-24,M,BLACK,18-24,M,WHITE HISPANIC,990397.9375,204360.78125,POINT (-73.97782001599995 40.72760591300005),-19056.6211374472,-3532.99565744624,-73.97782001600001,40.727605913000104
219392056,10/18/2020,17:50:00,MANHATTAN,13,1,NA,FALSE,45-64,F,WHITE HISPANIC,18-24,M,WHITE HISPANIC,984338,208351,POINT (-73.99968389599996 40.73856022100006),-25116.5586374472,457.223092553759,-73.99968389600001,40.73856022100009
66017109,09/21/2009,01:30:00,MANHATTAN,5,0,NA,FALSE,25-44,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,984750,201979,POINT (-73.99819765099994 40.72107062200007),-24704.5586374472,-5914.77690744624,-73.99819765099993,40.721070622000106
159248464,12/11/2016,01:48:00,MANHATTAN,9,0,NA,FALSE,45-64,M,WHITE,25-44,M,WHITE HISPANIC,987387.5625,203442.203125,POINT (-73.98868171699996 40.72508621900005),-22066.9961374472,-4451.57378244624,-73.98868171700002,40.72508621900009
213747896,06/01/2020,00:30:00,MANHATTAN,5,0,NA,FALSE,NA,NA,NA,18-24,M,WHITE,984952.3125,202783.84375,POINT (-73.99746770499996 40.72327971000004),-24502.2461374472,-5109.93315744624,-73.99746770500003,40.72327971
92570563,09/12/2013,00:10:00,MANHATTAN,1,0,BAR/NIGHT CLUB,FALSE,NA,NA,NA,25-44,M,BLACK,982761.5,204594.59375,POINT (-74.00537192799999 40.72824968200007),-26693.0586374472,-3299.18315744624,-74.00537192800002,40.72824968200009
140697169,01/25/2015,14:43:00,MANHATTAN,13,0,CHAIN STORE,TRUE,25-44,M,BLACK,25-44,M,BLACK,986691.4375,209690.8125,POINT (-73.99119093799999 40.74223733800005),-22763.1211374472,1797.03559255376,-73.99119093800002,40.74223733800009
24839844,10/17/2006,00:25:00,MANHATTAN,13,0,NA,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK,987002,209199,POINT (-73.99007039899993 40.740887343000054),-22452.5586374472,1305.22309255376,-73.99007039899992,40.740887343000104
