-13141.55864,-20394.77691
-27609.55864,-36775.77691
-12908.55864,-20457.77691
-8315.558637,-15118.77691
41255.44136,-23067.77691
41874.44136,-11247.77691
34.44136255,35156.22309
7985.441363,48152.22309
-4028.558637,46796.22309
11037.44136,-20028.77691
-11360.55864,27144.22309
-13882.55864,27780.22309
5187.441363,32174.22309
-4658.558637,-27586.77691
13681.44136,34778.22309
-3179.558637,-39585.77691
7126.441363,39585.22309
4858.441363,46229.22309
3125.441363,-34997.77691
-10861.55864,28044.22309
3660.441363,47598.22309
4858.441363,46229.22309
7383.441363,42358.22309
729.4413626,-25108.77691
-11400.55864,24278.22309
22097.44136,8624.223093
-21485.55864,-7028.776907
32.44136255,27932.22309
11646.44136,36552.22309
-7584.558637,-19922.77691
-4658.558637,47428.22309
2838.441363,37436.22309
-12780.55864,24581.22309
-20864.55864,5225.223093
30873.44136,-52899.77691
-8085.558637,28795.22309
-57667.55864,-37848.77691
-2162.558637,31059.22309
2034.441363,31391.22309
41069.44136,-23171.77691
-5240.558637,36512.22309
-13768.55864,-32737.77691
9686.441363,51208.22309
-2567.558637,-36221.77691
-10754.55864,20880.22309
1233.441363,37957.22309
-3729.558637,41848.22309
-2455.558637,38003.22309
-14336.55864,-52184.77691
12471.44136,-19.77690745
32632.44136,-17450.77691
3671.441363,-36581.77691
-18685.55864,882.2230926
-9979.558637,-35022.77691
-13678.55864,-24756.77691
-2965.558637,-17872.77691
-12869.55864,30065.22309
3812.441363,35770.22309
-2833.558637,-22467.77691
9551.441363,31587.22309
4618.441363,-27134.77691
2621.441363,31924.22309
-11415.55864,-23754.77691
-10512.55864,21801.22309
908.4413626,-25312.77691
639.4413626,-24647.77691
-20864.55864,5225.223093
12723.44136,48876.22309
9.441362553,30518.22309
-13662.55864,-29126.77691
-7057.558637,-17930.77691
38902.44136,-12476.77691
-9393.558637,25901.22309
-9225.558637,23073.22309
43196.44136,-14599.77691
-11997.55864,-26482.77691
-23403.55864,6337.223093
-3858.558637,46445.22309
-11020.55864,-33831.77691
4388.441363,39976.22309
-10182.55864,-22699.77691
5450.441363,-22032.77691
929.4413626,-17874.77691
-57309.55864,-36441.77691
-9072.558637,-15506.77691
32632.44136,-17450.77691
-7946.558637,24802.22309
-596.5586374,-21756.77691
-224.5586374,-36297.77691
43468.44136,-47248.77691
6936.441363,41629.22309
11794.44136,52754.22309
28429.44136,-25849.77691
4591.441363,-21621.77691
-25166.55864,-2389.776907
1110.441363,-28466.77691
-5240.558637,36512.22309
-43491.55864,-48028.77691
3376.441363,-24350.77691
13060.44136,51469.22309
-7400.558637,38955.22309
-659.5586374,-29740.77691
-7931.558637,-14922.77691
-667.5586374,36067.22309
1418.441363,-29328.77691
28494.44136,-12878.77691
-9578.558637,18090.22309
-7145.558637,28942.22309
-14320.55864,-27527.77691
-9578.558637,18090.22309
908.4413626,-25312.77691
-3467.558637,-12888.77691
-1172.558637,32131.22309
24693.44136,-15045.77691
-11281.55864,19930.22309
9421.441363,34030.22309
913.4413626,42687.22309
12047.44136,53912.22309
-4897.558637,-24380.77691
2664.441363,44979.22309
22636.44136,34082.22309
-2964.558637,36639.22309
-5435.558637,-17685.77691
39062.44136,-9292.776907
-8649.558637,-7228.776907
4388.441363,41228.22309
1299.441363,-28720.77691
4566.441363,28944.22309
30870.44136,-16699.77691
-26969.55864,-19808.77691
-9973.558637,18159.22309
41658.44136,-47082.77691
-10950.55864,-34680.77691
450.4413626,-27142.77691
-4479.558637,-23920.77691
-4897.558637,-24380.77691
41938.44136,-23695.77691
-11460.55864,-19145.77691
5032.441363,46442.22309
